EM_QUAL_DEPARTAMENTO_DO_CEPEL_VOCE_ESTA_ALOCADO,HA_QUANTO_TEMPO_VOCE_JA_PROGRAMA_DESENVOLVE_SISTEMAS,RESPOSTA,TECNOLOGIA,TOTAL,CATEGORIA
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Não tenho opinião / Não sei,SCOPI,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DSE - Depto de Sistemas Eletroenergéticos,Mais de 10 anos,Uso atualmente,JIRA,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não preciso / Não se aplica,OUTRO,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,BSC_DESIGNER,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,BUGZILLA,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,CLICKUP,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,GLPI,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,LINEAR,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,MANTIS,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,PLANNER,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,SCOPI,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Não tenho opinião / Não sei,TRELLO,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,1-2 anos,Uso atualmente,JIRA,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,GLPI,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,PLANNER,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Já usei,TRELLO,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,BSC_DESIGNER,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,BUGZILLA,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,CLICKUP,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,LINEAR,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,MANTIS,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,OUTRO,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Não tenho opinião / Não sei,SCOPI,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,3-5 anos,Uso atualmente,JIRA,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Já usei,CLICKUP,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Já usei,PLANNER,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Já usei,TRELLO,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,BSC_DESIGNER,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,BUGZILLA,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,LINEAR,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,MANTIS,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,OUTRO,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Não tenho opinião / Não sei,SCOPI,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Uso atualmente,GLPI,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DTS - Depto de Transição Energética e Sustentabilidade,5-10 anos,Uso atualmente,JIRA,1,FERRAMENTAS_GESTAO_PROJETOS
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,MIRO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,MS_SHAREPOINT,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Já usei,SLACK,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Me interesso em usar,NOTION,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,CKAN,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,CONFLUENCE,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,DOXYGEN,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,DRAWIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,MKDOCS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,MONDAYCOM,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,MS_WHITEBOARD,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,OBS_STUDIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,OUTRO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,PLANTUML,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,RESTRUCTUREDTEXT_REST,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,SCRIBE,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,SPHINX,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Não tenho opinião / Não sei,SWAGGER,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Uso atualmente,KEEP_A_CHANGELOG,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Uso atualmente,MS_TEAMS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,3-5 anos,Uso atualmente,READ_THE_DOCS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,DRAWIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,MIRO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,MS_WHITEBOARD,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,NOTION,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,OBS_STUDIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,PLANTUML,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Já usei,SLACK,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,CKAN,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,CONFLUENCE,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,DOXYGEN,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,KEEP_A_CHANGELOG,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,MONDAYCOM,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,OUTRO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,READ_THE_DOCS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,RESTRUCTUREDTEXT_REST,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,SCRIBE,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Me interesso em usar,SPHINX,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,MKDOCS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,MS_SHAREPOINT,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,MS_TEAMS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,5-10 anos,Uso atualmente,SWAGGER,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,DRAWIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,MIRO,3,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,MS_WHITEBOARD,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,NOTION,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,READ_THE_DOCS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Já usei,SWAGGER,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,CKAN,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,CONFLUENCE,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,KEEP_A_CHANGELOG,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,MKDOCS,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,MONDAYCOM,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,MS_SHAREPOINT,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,NOTION,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,OBS_STUDIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,RESTRUCTUREDTEXT_REST,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,SCRIBE,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,SLACK,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Me interesso em usar,SPHINX,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,CKAN,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,CONFLUENCE,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,DOXYGEN,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,DRAWIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,KEEP_A_CHANGELOG,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,MKDOCS,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,MONDAYCOM,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,MS_SHAREPOINT,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,MS_WHITEBOARD,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,NOTION,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,OBS_STUDIO,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,OUTRO,3,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,PLANTUML,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,READ_THE_DOCS,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,RESTRUCTUREDTEXT_REST,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,SCRIBE,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,SLACK,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Não tenho opinião / Não sei,SPHINX,2,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,DOXYGEN,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,DRAWIO,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,MS_SHAREPOINT,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,MS_TEAMS,3,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,PLANTUML,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,SLACK,1,DOCUMENTACAO_COLABORACAO
DT/DGA - Depto de Tecnologia em Gestão de Ativos,Mais de 10 anos,Uso atualmente,SWAGGER,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,DOXYGEN,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,DRAWIO,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,MIRO,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,MONDAYCOM,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,MS_WHITEBOARD,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,OBS_STUDIO,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,PLANTUML,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,SCRIBE,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Já usei,SLACK,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,CKAN,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,CONFLUENCE,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,DOXYGEN,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,KEEP_A_CHANGELOG,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,MKDOCS,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,MONDAYCOM,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,MS_WHITEBOARD,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,NOTION,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,PLANTUML,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,READ_THE_DOCS,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,RESTRUCTUREDTEXT_REST,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,SCRIBE,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,SLACK,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,SPHINX,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Me interesso em usar,SWAGGER,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,NOTION,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,OUTRO,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,READ_THE_DOCS,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Não tenho opinião / Não sei,SPHINX,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,CONFLUENCE,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,DRAWIO,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,MIRO,1,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,MS_SHAREPOINT,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,MS_TEAMS,2,DOCUMENTACAO_COLABORACAO
DT/DID - Depto de IA e Dados,5-10 anos,Uso atualmente,SWAGGER,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,CONFLUENCE,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,MS_SHAREPOINT,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Já usei,SLACK,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Me interesso em usar,DOXYGEN,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Me interesso em usar,OBS_STUDIO,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Me interesso em usar,SCRIBE,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,CKAN,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,KEEP_A_CHANGELOG,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,MIRO,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,MONDAYCOM,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,MS_WHITEBOARD,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,NOTION,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,OUTRO,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,READ_THE_DOCS,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Não tenho opinião / Não sei,RESTRUCTUREDTEXT_REST,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,DRAWIO,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,MKDOCS,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,MS_TEAMS,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,PLANTUML,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,SPHINX,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",1-2 anos,Uso atualmente,SWAGGER,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,DOXYGEN,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,DRAWIO,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,MIRO,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,MKDOCS,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,MONDAYCOM,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,MS_TEAMS,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,MS_WHITEBOARD,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,NOTION,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,PLANTUML,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,SLACK,1,DOCUMENTACAO_COLABORACAO
"DT/DPC - Depto de Planejamento Energético, Comercialização de Energia e Regulação",3-5 anos,Já usei,SWAGGER,1,DOCUMENTACAO_COLABORACAO
